,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B
GOBP_SARCOMERE_ORGANIZATION,-0.102514073,0.023214299,-1.42158999,0.161777376,0.216734678,-5.441586767
GOCC_DENDRITIC_SHAFT,-0.129019178,0.058474073,-1.42084115,0.161993862,0.216998435,-5.442600869
GOBP_RIBOSOME_ASSEMBLY,0.28046928,-0.064953081,1.420693159,0.162036672,0.21702951,-5.442801226
GOBP_REGULATION_OF_STRIATED_MUSCLE_TISSUE_DEVELOPMENT,0.149514519,-0.044471379,1.41977698,0.162301896,0.217358438,-5.44404116
GOBP_HEPOXILIN_METABOLIC_PROCESS,-0.214492675,0.078937488,-1.419648455,0.162339129,0.217381995,-5.444215044
GOBP_FEMALE_SEX_DIFFERENTIATION,0.094388772,-0.01484624,1.419456805,0.162394662,0.217404362,-5.444474304
GOBP_HEMATOPOIETIC_STEM_CELL_HOMEOSTASIS,0.117548642,-0.046539665,1.419455209,0.162395125,0.217404362,-5.444476464
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,0.131223995,-0.034345097,1.418156226,0.162771914,0.217882424,-5.446232855
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM,-0.179153523,0.025404362,-1.41706573,0.163088754,0.218280134,-5.44770621
BIOCARTA_ERYTH_PATHWAY,-0.178226928,0.040129312,-1.416307169,0.163309434,0.218549062,-5.448730479
GOCC_FILOPODIUM_MEMBRANE,-0.151069507,0.02162899,-1.415296861,0.163603713,0.218916408,-5.450093899
GOBP_GLIOGENESIS,0.061354224,-0.010864448,1.414147923,0.163938873,0.219338359,-5.451643316
GOBP_T_CELL_DIFFERENTIATION,0.137710913,-0.063961431,1.41399137,0.163984583,0.219354383,-5.451854349
MIR_365_2_5P,0.109634798,-0.055040281,1.413944224,0.163998351,0.219354383,-5.451917899
MIR_6968_5P,-0.190424746,0.106690539,-1.413903249,0.164010317,0.219354383,-5.451973127
GOMF_ALPHA_CATENIN_BINDING,-0.151213148,-0.042568296,-1.413434467,0.164147266,0.219511015,-5.452604879
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.079955502,-0.003409421,1.412750001,0.164347385,0.219752074,-5.453526953
HEVNER_CORTEX_NEURAL_STEM_CELLS,0.212989707,-0.0011738,1.41151368,0.164709331,0.220209431,-5.455191416
ZHANG_UTERUS_C1_PROLIFERATIVE_STROMAL1_MGP_HIGH_CELL,0.136052934,-0.054282688,1.410727919,0.164939694,0.220490777,-5.456248596
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY,0.137336087,-0.025952231,1.410492692,0.165008704,0.220549075,-5.456564969
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.20581866,-0.050658475,1.410399662,0.165036003,0.220549075,-5.456690079
REACTOME_DOWNSTREAM_TCR_SIGNALING,0.256627926,-0.077174397,1.410375495,0.165043095,0.220549075,-5.456722579
MIR_7657_3P,0.072209874,-0.003737249,1.410126535,0.165116171,0.220620085,-5.457057345
CHEBOTAEV_GR_TARGETS_UP,0.090537464,-0.04501427,1.409730165,0.165232566,0.220748953,-5.457590218
GOBP_THYROID_HORMONE_METABOLIC_PROCESS,-0.197658065,0.101995256,-1.409349509,0.165344408,0.220871706,-5.458101834
GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.211003452,-0.090108383,1.409190397,0.165391174,0.220907511,-5.458315649
REACTOME_PLATELET_SENSITIZATION_BY_LDL,0.186216229,-0.01847698,1.408641498,0.165552586,0.221096418,-5.459053092
GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,-0.11432904,0.045820425,-1.408134045,0.165701919,0.221269149,-5.459734618
GOBP_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY,0.146346916,0.027913446,1.407049869,0.16602132,0.22166891,-5.461189948
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP,-0.174126045,0.097471489,-1.406958758,0.166048183,0.221678031,-5.461312203
GOBP_PRIMARY_ALCOHOL_BIOSYNTHETIC_PROCESS,0.140092346,-0.029222909,1.406432487,0.166203416,0.221858504,-5.462018224
REACTOME_COLLAGEN_DEGRADATION,-0.178073419,0.043751977,-1.406133827,0.166291561,0.221949392,-5.462418784
GOBP_OVULATION_CYCLE,0.109135041,-0.005551781,1.405661136,0.166431143,0.222108903,-5.463052595
chr16A1,0.076904762,-0.020728401,1.405527786,0.166470536,0.222134686,-5.463231363
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,-0.173245772,-0.072773353,-1.405132766,0.166587273,0.222263656,-5.463760832
GOBP_POST_EMBRYONIC_ANIMAL_MORPHOGENESIS,0.144917498,-0.009566722,1.402207917,0.167453609,0.223392603,-5.467676936
MIR_344_3P_MIR_344C_3P,0.114779696,-0.013102718,1.401907051,0.167542923,0.22348481,-5.468079343
GOMF_DYNEIN_LIGHT_INTERMEDIATE_CHAIN_BINDING,-0.178346694,0.02637579,-1.40142107,0.167687267,0.223650392,-5.468729174
GOBP_HEPATOCYTE_DIFFERENTIATION,-0.150156981,-0.015106727,-1.400891649,0.167844624,0.223833286,-5.469436857
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,-0.184777083,-0.010266888,-1.398853732,0.16845141,0.224588618,-5.472158669
GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY,-0.16914481,-0.00572052,-1.398853057,0.168451611,0.224588618,-5.472159569
GOBP_NEURON_MATURATION,0.119626446,-0.038060646,1.398579256,0.168533264,0.224670413,-5.472524976
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM,-0.164143263,0.05159279,-1.397353019,0.16889933,0.225127941,-5.474160674
chr1C4,-0.088069654,0.016346341,-1.397293344,0.16891716,0.225127941,-5.474240241
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT,-0.158266192,0.055561885,-1.396785822,0.169068862,0.22530299,-5.474916822
GOBP_REGULATION_OF_VESICLE_SIZE,0.195611801,-0.060722507,1.39657353,0.169132349,0.225360454,-5.475199763
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.128506218,-0.04814117,1.396114358,0.169269729,0.225516353,-5.475811607
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE,-0.178773987,-0.062304823,-1.395492744,0.169455849,0.22573714,-5.476639611
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,0.239656742,-0.098459203,1.39488913,0.16963673,0.225950897,-5.477443313
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,0.246891616,-0.049350674,1.394690027,0.169696427,0.226003209,-5.477708347
GOBP_RELAXATION_OF_SMOOTH_MUSCLE,-0.17094036,0.079514623,-1.394582539,0.169728662,0.226018938,-5.477851413
MP_INCREASED_CIRCULATING_TUMOR_NECROSIS_FACTOR_LEVEL,0.174622527,-0.065647105,1.394355467,0.169796775,0.226080291,-5.478153613
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,0.26109955,-0.0946189,1.394245379,0.169829804,0.226080291,-5.478300108
HALLMARK_APOPTOSIS,0.143495631,-0.05435442,1.394224644,0.169836026,0.226080291,-5.478327698
BIOCARTA_TOLL_PATHWAY,0.218300579,-0.100214276,1.393982285,0.16990876,0.226149908,-5.478650164
TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_B_CELL_AGEING,0.206980973,-0.078647115,1.393345189,0.170100074,0.22637732,-5.479497597
chr2C1,-0.109229893,0.034310003,-1.39258389,0.170328904,0.226654599,-5.48050977
GOBP_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT,-0.111425065,0.057587063,-1.392392499,0.170386469,0.226703939,-5.480764151
BIOCARTA_STATHMIN_PATHWAY,0.167375578,-0.070884253,1.392071753,0.170482974,0.226805073,-5.481190387
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,-0.126919826,0.008719876,-1.391448358,0.170670662,0.227027472,-5.482018556
MIR_6928_3P,0.091448272,0.022038773,1.39010752,0.171074892,0.227537832,-5.483798676
GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION,0.151187046,-0.046905649,1.389997321,0.171108148,0.227554712,-5.483944908
MIR_466J_MIR_466M_5P_MIR_669M_5P,0.071473617,0.015797829,1.388988634,0.171412776,0.227911887,-5.485282922
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,-0.084447279,0.029890259,-1.388938409,0.171427955,0.227911887,-5.485349522
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,0.161304691,-0.048183048,1.388891115,0.171442249,0.227911887,-5.485412233
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,-0.095629139,0.026471383,-1.388835349,0.171459106,0.227911887,-5.485486175
GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL,-0.126325853,-0.006012479,-1.388414005,0.171586504,0.228053838,-5.486044764
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,0.229942339,-0.096862332,1.387880755,0.171747844,0.22824086,-5.486751486
GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,-0.126791372,-0.038164437,-1.386701481,0.17210506,0.228688112,-5.488313505
MP_DECREASED_TUMOR_INCIDENCE,0.150640281,-0.085094805,1.386239925,0.172245027,0.228846616,-5.488924531
GOBP_CAMP_MEDIATED_SIGNALING,-0.115959498,0.024331809,-1.386037497,0.172306441,0.228900729,-5.489192454
chr13A2,0.12895367,-0.073941384,1.385781265,0.172384203,0.228976544,-5.489531539
GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS,-0.127826442,0.011301611,-1.385252585,0.172544733,0.229162268,-5.490230983
TABULA_MURIS_SENIS_LUNG_FIBROBLAST_OF_LUNG_AGEING,0.188210582,-0.060779913,1.384939129,0.172639967,0.229261235,-5.490645571
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5,0.078890668,-0.041669373,1.381718591,0.173620774,0.230530903,-5.494900167
GOBP_CELLULAR_RESPONSE_TO_IRON_ION,0.137993899,-0.027234799,1.381663053,0.173637726,0.230530903,-5.494973458
REACTOME_ELASTIC_FIBRE_FORMATION,-0.150777306,0.038381003,-1.381106531,0.173807661,0.230728835,-5.495707718
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,0.14561664,-0.08691748,1.380809079,0.173898541,0.230821789,-5.496100059
REACTOME_ACTIVATION_OF_SMO,0.128313614,0.024931928,1.380669549,0.173941184,0.230850701,-5.496284072
GOBP_REGULATION_OF_BLOOD_PRESSURE,-0.093442441,0.023264587,-1.379695516,0.174239092,0.231218346,-5.497568158
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION,-0.130247384,0.086692603,-1.379526307,0.174290884,0.231259343,-5.497791144
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE,-0.13549451,-0.002057742,-1.378935358,0.174471859,0.231471716,-5.49856971
GOBP_CELLULAR_RESPONSE_TO_ALKALOID,0.124683062,0.02270195,1.378625147,0.174566917,0.231570067,-5.498978285
GOBP_CELL_CELL_RECOGNITION,-0.089339351,-0.014708384,-1.377669721,0.17485994,0.231930971,-5.500236133
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS,0.230640361,-0.075789138,1.377525383,0.17490424,0.231961928,-5.50042609
GOBP_NEURAL_CREST_CELL_DIFFERENTIATION,-0.091986183,0.013979534,-1.376688378,0.175161306,0.232275016,-5.501527267
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,0.140885075,-0.043651998,1.376493951,0.175221061,0.232326415,-5.501782971
GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION,-0.103111953,0.051891727,-1.375942005,0.175390781,0.232523587,-5.502508689
GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,-0.115993912,0.058225038,-1.375784841,0.175439131,0.232542828,-5.502715285
GOBP_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE,0.130887071,-0.05635373,1.375713793,0.175460992,0.232542828,-5.502808672
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,-0.117588392,0.039660228,-1.375683633,0.175470272,0.232542828,-5.502848313
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING,-0.113166842,0.025838007,-1.375585426,0.175500494,0.232542828,-5.502977389
KRISHNAN_FURIN_TARGETS_DN,-0.173050309,0.0328221,-1.375553355,0.175510365,0.232542828,-5.503019539
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION,0.147066356,-0.018375682,1.374294086,0.17589826,0.233028869,-5.504673837
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM,0.089024133,-0.067519397,1.374175213,0.175934911,0.233049524,-5.504829928
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0.174283159,-0.055367079,1.374010399,0.175985736,0.233088947,-5.505046324
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_FUSION,0.155284956,-0.084244429,1.372271393,0.176522695,0.233772157,-5.507328125
MIR_491_5P,0.087008334,0.024389196,1.37219054,0.176547692,0.233777283,-5.507434151
GOMF_PROTEIN_KINASE_A_CATALYTIC_SUBUNIT_BINDING,0.121430726,0.041937038,1.371816882,0.176663244,0.233900858,-5.507924065
BOYLAN_MULTIPLE_MYELOMA_D_DN,0.172260416,-0.069355015,1.371752086,0.176683288,0.233900858,-5.508009009
GOBP_PHOSPHATE_ION_TRANSPORT,-0.104655803,0.108879239,-1.37126821,0.176833025,0.234071083,-5.508643222
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,-0.206402757,-0.10428119,-1.370982445,0.176921502,0.234160189,-5.509017676
GOBP_REGULATORY_T_CELL_DIFFERENTIATION,0.15388453,-0.079564678,1.370354695,0.177115981,0.234389554,-5.509840001
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.165362308,-0.088680794,1.370124241,0.177187418,0.234456053,-5.510141798
SMARCC2_TARGET_GENES,0.065792891,-0.009288162,1.369897077,0.177257857,0.234521215,-5.51043924
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS,-0.140459738,-0.05337098,-1.36964687,0.177335465,0.23457393,-5.510766803
chr1G1,0.165937029,-0.068377636,1.369631945,0.177340096,0.23457393,-5.51078634
GOBP_MYOTUBE_CELL_DEVELOPMENT,0.09393289,-0.010813905,1.369178794,0.177480722,0.234731884,-5.511379444
GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY,0.146180695,-0.016238971,1.368684411,0.177634243,0.234906851,-5.512026308
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,-0.07765677,0.023026157,-1.368511043,0.177688102,0.234949999,-5.512253096
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,-0.161793792,0.020145573,-1.367909036,0.177875224,0.235169323,-5.513040395
GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT,0.157068467,-0.069520129,1.366161283,0.178419336,0.235860516,-5.515324284
TABULA_MURIS_SENIS_BLADDER_BLADDER_UROTHELIAL_CELL_AGEING,0.191443028,-0.062804567,1.36593575,0.178489642,0.235925273,-5.515618803
HU_GENOTOXIC_DAMAGE_24HR,0.231221929,-0.075989907,1.36538881,0.17866023,0.236122549,-5.51633286
GOCC_NEURON_TO_NEURON_SYNAPSE,0.061114395,-0.020826194,1.365160437,0.178731496,0.236188528,-5.516630934
chr8D1,-0.137335087,-0.039788339,-1.364918712,0.178806951,0.236256701,-5.516946384
REACTOME_PYROPTOSIS,0.202787508,-0.077260897,1.364820901,0.178837491,0.236256701,-5.517074014
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,-0.205893292,-0.106435642,-1.364790019,0.178847134,0.236256701,-5.517114308
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,0.10061539,0.02018645,1.364095985,0.179063954,0.236514885,-5.518019657
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,0.112221759,-0.033222778,1.363746374,0.17917325,0.236631005,-5.518475555
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX,0.21799569,-0.04851362,1.363634936,0.179208099,0.236648786,-5.518620849
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION,0.178755816,-0.092752748,1.363397747,0.17928229,0.236718509,-5.518930062
GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS,-0.185170056,0.132620361,-1.362508847,0.179560542,0.237057619,-5.520088442
GOBP_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION,0.11629581,0.024068444,1.361628739,0.179836368,0.237393445,-5.521234678
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,0.13134537,-0.057458016,1.361456319,0.179890443,0.237436503,-5.521459155
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.09471481,-0.009750366,1.360977616,0.180040639,0.237606406,-5.522082249
GOMF_SIGNALING_RECEPTOR_COMPLEX_ADAPTOR_ACTIVITY,0.137709031,-0.064030608,1.360736707,0.180116263,0.237677863,-5.522395747
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT,0.210662866,-0.064470732,1.360534979,0.180179606,0.237733101,-5.52265822
GOMF_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY,0.108198354,0.030659046,1.360256685,0.180267018,0.237820079,-5.523020255
GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM,0.062559172,0.014504914,1.359527642,0.180496166,0.238094001,-5.523968348
ZHANG_UTERUS_C0_SECRETORY_STROMAL3_NPPC_HIGH_CELL,0.144381252,-0.049859583,1.359135634,0.180619472,0.23820718,-5.524477946
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.202353647,-0.063553374,1.359118009,0.180625018,0.23820718,-5.524500855
chr4B3,-0.08177115,0.034007982,-1.358060567,0.180957965,0.238617831,-5.525874804
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,0.116483984,-0.032631552,1.357910871,0.181005136,0.238651595,-5.526069227
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,-0.136710522,0.001721769,-1.357412765,0.181162165,0.238830178,-5.526716015
TABULA_MURIS_SENIS_HEART_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING,0.18833815,-0.0572933,1.356542299,0.181436831,0.239163784,-5.527845787
GOBP_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,-0.219831368,0.052867964,-1.356087065,0.181580601,0.23932479,-5.528436365
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL,0.158192853,-0.063884364,1.355970735,0.181617355,0.239344724,-5.528587252
GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC,0.153185326,-0.078519733,1.354846009,0.181972992,0.239784846,-5.53004547
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.093888575,-0.037738026,1.353744175,0.182321908,0.240216006,-5.531472923
TABULA_MURIS_SENIS_BRAIN_MYELOID_MICROGLIAL_CELL_AGEING,0.256372925,-0.059676435,1.353636136,0.182356149,0.240232517,-5.531612834
GOBP_TROPHOBLAST_CELL_MIGRATION,0.145300373,-0.070073197,1.352530602,0.182706801,0.240665809,-5.533043899
GOBP_POSTSYNAPTIC_DENSITY_ORGANIZATION,0.139672215,-0.070363502,1.352271691,0.182788997,0.240745423,-5.533378892
MIR_6957_3P,-0.095994101,0.01727045,-1.351741855,0.182957291,0.240934011,-5.534064239
GOMF_LONG_CHAIN_FATTY_ACID_COA_LIGASE_ACTIVITY,0.140174449,-0.033682542,1.351683826,0.18297573,0.240934011,-5.534139284
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR,0.231977321,-0.078525166,1.351323626,0.183090218,0.24105608,-5.534605046
GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS,-0.145727343,-0.01696197,-1.35072034,0.183282093,0.241279995,-5.535384875
GOBP_POSITIVE_REGULATION_OF_PLATELET_AGGREGATION,-0.178729615,0.043728319,-1.350155446,0.183461897,0.241487968,-5.536114786
GOBP_SKELETAL_SYSTEM_DEVELOPMENT,0.066988944,-0.006110998,1.349440746,0.183689577,0.241753265,-5.537037861
chr1C5,-0.099093432,0.009869117,-1.349385642,0.18370714,0.241753265,-5.537109013
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_CONTRACTION,-0.137502451,0.049609664,-1.348881462,0.183867896,0.241936045,-5.537759893
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_8,0.101140709,-0.060086052,1.348219657,0.184079075,0.24217328,-5.538613922
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,-0.11581816,-0.044233405,-1.348179294,0.18409196,0.24217328,-5.538665997
DESCARTES_ORGANOGENESIS_ISTHMIC_ORGANIZER_CELLS,-0.158432576,0.04860067,-1.347813906,0.184208639,0.242297968,-5.539137334
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_DISULFIDE_AS_ACCEPTOR,0.200441794,-0.095073159,1.346327451,0.18468389,0.242894215,-5.541053592
GOBP_RESPONSE_TO_IRON_ION,-0.110614801,0.04634641,-1.34623617,0.184713105,0.242903769,-5.541171202
GOBP_POSITIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION,0.148023926,-0.052880768,1.346038278,0.184776453,0.242958202,-5.541426151
REACTOME_HEMOSTASIS,0.083235999,-0.016258646,1.345295894,0.18501425,0.243241973,-5.542382272
GOMF_NARROW_PORE_CHANNEL_ACTIVITY,-0.163894098,0.047792811,-1.345091905,0.185079632,0.243299027,-5.542644906
MCGOWAN_RSP6_TARGETS_UP,0.125716448,-0.028382973,1.344948499,0.185125606,0.243330557,-5.542829517
REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS,0.1165772,-0.034797259,1.343530669,0.185580617,0.243899657,-5.544653759
GOBP_EPIBOLY,0.140480672,-0.073423807,1.34294973,0.185767299,0.244116011,-5.545400708
GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,0.129067187,-0.042368087,1.34205495,0.186055112,0.244465195,-5.546550597
GOBP_CELLULAR_RESPONSE_TO_UV_B,0.176107415,-0.054914189,1.341852893,0.186120153,0.244519008,-5.546810164
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,-0.086285123,0.012036735,-1.341790435,0.186140261,0.244519008,-5.546890392
GOBP_NEURON_FATE_SPECIFICATION,-0.180693375,0.078581155,-1.341009502,0.18639182,0.244820401,-5.547893214
RUAN_RESPONSE_TO_TNF_DN,0.117625801,-0.006946738,1.340185529,0.186657525,0.2451403,-5.54895072
GOMF_NUCLEOSIDE_MONOPHOSPHATE_KINASE_ACTIVITY,-0.149133341,0.058254157,-1.339422846,0.186903722,0.245434507,-5.549929029
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,0.207209729,-0.129774331,1.338573131,0.187178306,0.245765915,-5.551018371
MIR_320_5P,0.082891348,-0.00611981,1.337993468,0.1873658,0.245978859,-5.551761138
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,0.192484099,-0.053929849,1.337934306,0.187384943,0.245978859,-5.551836929
GOBP_REGULATION_OF_NEURON_MIGRATION,0.123380768,-0.007971715,1.337648974,0.187477295,0.246070898,-5.552202423
GOBP_CHONDROCYTE_DEVELOPMENT,-0.104082054,0.018796403,-1.337573523,0.187501721,0.246073772,-5.552299058
chr14D2,0.091800623,-0.033314345,1.337124196,0.187647236,0.24623554,-5.552874444
GOBP_ANGIOGENESIS,0.069342361,-0.039103015,1.337054709,0.187669747,0.246235881,-5.552963409
ZHANG_UTERUS_C11_SMOOTH_MUSCLE_CELL,-0.123619896,0.007113826,-1.336750998,0.187768161,0.2463358,-5.553352205
GOBP_ANDROGEN_METABOLIC_PROCESS,0.096374532,0.013891775,1.336406698,0.187879776,0.246426591,-5.553792865
GOMF_SYMPORTER_ACTIVITY,-0.110028234,0.051185819,-1.336400135,0.187881904,0.246426591,-5.553801263
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY,0.187218495,-0.087909576,1.336119342,0.187972969,0.246516814,-5.554160561
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,0.067437867,-0.008418908,1.335398528,0.188206894,0.246793778,-5.555082584
ZHENG_GLIOBLASTOMA_PLASTICITY_DN,0.091840999,-0.025832906,1.335331176,0.188228763,0.246793778,-5.555168713
MEISSNER_ES_ICP_WITH_H3K4ME3,-0.089354451,0.015096472,-1.334929203,0.188359322,0.246935702,-5.555682671
GOBP_MEMORY,-0.067201066,0.01380274,-1.334825471,0.188393025,0.24695063,-5.555815277
GOBP_REGULATION_OF_EATING_BEHAVIOR,-0.192265818,0.070433291,-1.333765156,0.188737789,0.247373253,-5.557170195
GOCC_CELL_TRAILING_EDGE,-0.18130887,-0.032447627,-1.33324069,0.188908498,0.247567674,-5.557840014
MARSON_FOXP3_TARGETS_UP,0.204283357,-0.065633774,1.331181394,0.189579917,0.24841816,-5.560467673
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,-0.091958583,0.030761802,-1.330807408,0.189702047,0.248548763,-5.560944475
GOBP_T_CELL_MEDIATED_CYTOTOXICITY,0.155463039,-0.063703508,1.329004039,0.190291801,0.249291946,-5.563241888
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,-0.17026537,-0.011712493,-1.327968991,0.19063092,0.249706648,-5.564559192
GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.214460457,-0.04969863,1.32760074,0.190751684,0.249835262,-5.565027635
MIR_6926_3P,-0.079698043,0.003166066,-1.326941438,0.190968039,0.250089031,-5.565866017
GOMF_RECEPTOR_SERINE_THREONINE_KINASE_BINDING,-0.124846761,0.038725254,-1.326105986,0.191242466,0.250418783,-5.566927842
GOBP_MONOAMINE_TRANSPORT,-0.080399686,-0.005211726,-1.325700335,0.191375822,0.250563753,-5.567443184
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.119400457,-0.059415319,1.325435727,0.191462848,0.250648039,-5.567779265
GOBP_L_AMINO_ACID_TRANSPORT,-0.081174999,0.057242653,-1.324708482,0.191702185,0.250931675,-5.568702627
